微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
ImSMhbQ8B,【#航天人的浪漫#！#胖五总师李东写诗纪念胖五发射成功#】“枕戈饮胆九百天，万般磨砺难尽言…”昨晚胖五王者归来，背后是多少中国航天人30个月、900多天的卧薪尝胆，向他们致敬！（图/@中国航天科技集团 ）  原图 ,,http://wx3.sinaimg.cn/large/a716fd45ly1gaclp394egj20j61e6777.jpg,无,无,2019-12-28 18:14,微博 weibo.com,6337,888,450
ImSwN8wS3,【官宣！#京张高铁开通时间#定了！#28日18时开售京张高铁车票#】据@中国铁路 ：定了！12月30日，北京至张家口高速铁路开通运营，崇礼铁路同步建成投产。铁路部门将于28日18时开始发售京张高铁、崇礼铁路动车组列车车票。具体车次、时刻可查询铁路12306网站、微信、客户端。转给要回家的小伙伴！  [组图共9张] 原图 ,,"http://ww2.sinaimg.cn/large/a716fd45ly1gacklsrx8vj20gi0b2q6w.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gackls7o87j20m80go40y.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gacklszygbj20p00ms77k.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gacklt20lwj20u00k0gr8.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gacklt38w0j20u00jz0wz.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gackltr7noj20o60iiq8y.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gackltj82mj20u00mi42r.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gackltqqnbj20u00jydjh.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gackltmge2j20jh0aq3zs.jpg",无,无,2019-12-28 17:35,微博 weibo.com,5964,960,1337
ImSfMyawq,【泪目！#麻醉医生隔空写给父亲的信#：如果时光可以倒流】#医生价值不应只在受伤害时才重视#。下面这篇文章是一封中国医科大学附属第一医院麻醉科医生谭文斐隔空写给父亲的信。一封家书情，两代行医人。父子二人以医唯命，字间行间，有两代医生的艰辛和坚守，也有中国医疗事业坎坷的发展历程。 http://t.cn/AiFfxuBd ,,无,无,无,2019-12-28 16:54,微博 weibo.com,9223,1236,765
ImS2Pnc0I,【#人民锐评#：对暴力伤医“零容忍”，还白衣天使应有尊严】医生被伤害，并非孤例，一起又一起的悲剧告诉世人，必须采取更有效的措施维护医务人员的执业安全。原因再简单不过：守护医生的生命权就是守护患者的生命权，守护一方安宁的诊疗台就是守护患者的健康权。#禁止任何人威胁医护人员人身安全#！        正如国家卫健委今天再度回应所强调的，“这个事件不是所谓的医疗纠纷问题，是一个非常严重的刑事犯罪”。用暴力威胁医务人员安全，用伤害实现个人诉求，这种极端做法，是任何社会都不能容忍的。对“医患纠纷”与“刑事犯罪”必须有充分的厘清，在全社会形成对暴力伤医事件零容忍的共识，守护法治与文明的底线。http://t.cn/AiFf7wCS 原图 ,,http://wx2.sinaimg.cn/large/a716fd45ly1gacigqnqwkj20k00u00uo.jpg,无,无,2019-12-28 16:22,微博 weibo.com,98142,7765,6848
ImRSDj1hW,#微盘点#【#2019年度人物香港警察#，他们当之无愧】即将告别2019年之际，我们选择香港警察作为年度人物。在长达半年的修例风波和社会暴力中，香港警察身处冲突一线，承受身心两方面的巨大压力甚至伤害，始终秉持正直诚实、尊重市民、承担责任的原则，为维持香港秩序竭尽所能。他们的故事应该被知道。 http://t.cn/AiFfPlKk ,,无,无,无,2019-12-28 15:57,微博 weibo.com,24178,2003,1756
ImRAWavm5,【#青海湖进入封冻期#，与去年相比推迟7天】12月中旬，青海湖开始出现结冰现象。据卫星遥感监测，目前青海湖结冰面积已超过湖体面积10%，表明青海湖开始封冻。青海省气象局资料显示，今年封冻期与去年相比推迟7天，与近十年平均封冻期相比推迟了10天。青海湖进入封冻期  [组图共9张] 原图 ,,"http://ww1.sinaimg.cn/large/a716fd45ly1gacghkag76j20oz0e1gnv.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gacghk9fuyj20oz0e1tam.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gacghk9e3lj20oz0e1q54.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gacghkc6cqj20oz0e1mym.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gacghkb35hj20oz0e1410.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gacghkalalj20oz0e1tao.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gacghkdxwtj20oz0e1go2.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gacghkegphj20oz0e140m.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gacghked4aj20p00e1wfl.jpg",无,无,2019-12-28 15:13,微博 weibo.com,5083,829,624
ImRnFuCYl,【#地震男孩回乡报喜被小学生簇拥#】26日，空降兵程强因在国庆阅兵中表现出色荣立三等功，其所在部队送喜报到他的家乡四川什邡，回乡的程强被小学生们团团围住要签名。2008年，空降兵援助汶川地震灾区，12岁的程强因举着“长大我当空降兵”横幅走红，如今他已成为优秀的空降兵。有料的秒拍视频  ,,无,无,无,2019-12-28 14:40,微博 weibo.com,10024,711,684
ImR8DwIWz,【#老师用嘴吸出抽搐学生呕吐物#：“在生命面前，能做的我应该要去做”】24日，江苏泰州城东中心小学某班，11岁男孩小明突然口吐白沫浑身抽搐，英语老师史明娟拨打120，并对孩子心肺复苏和人工呼吸。由于小明自主呼吸弱，史明娟用嘴将他口中呕吐物吸了出来，孩子送医后转危为安。现代快报快快看视频的微博视频  ,,无,无,无,2019-12-28 14:03,微博 weibo.com,9166,550,745
ImQUt1yDs,#微盘点#【即将过去的2019，我们见证了这些精彩“20”】澳门回归祖国20周年，神舟一号成功发射20周年，西部大开发20年…20项飞跃、20次挑战、20秒超越、20公里坚守。2020，我们共同创造！  人民日报的微博视频  ,,无,无,无,2019-12-28 13:28,微博视频,10050,3448,1382
ImQEStYzN,【#国家卫健委再回应暴力伤医事件#：不是所谓医疗纠纷，是非常严重的刑事犯罪】28日上午举行的全国人大常委会办公厅新闻发布会上，国家卫健委法规司司长赵宁回答记者提问时表示，对最近发生的北京民航总医院暴力伤医事件，非常痛心，非常愤怒，对任何形式的伤医事件零容忍。详️️↓ http://t.cn/AiFcnwYS ,,无,无,无,2019-12-28 12:50,微博 weibo.com,21941,1748,2525
ImQvShKGy,【#2021年世俱杯和2023年亚洲杯承办城市#揭晓 看看有你家吗___？】28日，2021年国际足联俱乐部世界杯和2023年亚足联亚洲杯承办城市揭晓。上海、天津、广州、武汉、沈阳、济南、杭州、大连等8座城市承办世俱杯；北京、天津、上海、重庆、成都、西安、大连、青岛、厦门、苏州等10座城市成为2023年亚洲杯承办城市。http://t.cn/AiFcblL0 [组图共2张] 原图 ,,"http://ww1.sinaimg.cn/large/a716fd45ly1gacbpgwcvkj20kq0a1jv6.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gacbph1t4tj20rs0jqtmj.jpg",无,无,2019-12-28 12:28,微博 weibo.com,4924,565,1103
ImQlDhjnY,#全国两会#【全国政协主席会议建议明年3月3日召开全国政协十三届三次会议】日前召开的政协第十三届全国委员会第三十一次主席会议，审议通过了关于召开政协第十三届全国委员会第三次会议的决定（草案），建议全国政协十三届三次会议于明年3月3日在北京召开。（新华社）  原图 ,,http://wx4.sinaimg.cn/large/a716fd45ly1gacazggpmhj20dw0dw0xu.jpg,无,无,2019-12-28 12:03,微博 weibo.com,1573,339,281
ImQfM8YzU,【#禁止任何人威胁医护人员人身安全#！】基本医疗卫生与健康促进法28日经全国人大常委会表决通过，将于2020年6月1日实施，明确规定禁止任何人威胁、危害医护人员人身安全。转发，#支持立法保护医护人员安全#！  原图 ,,http://wx1.sinaimg.cn/large/a716fd45ly1gacajlc109j20u01hc4m1.jpg,无,无,2019-12-28 11:48,微博 weibo.com,1137394,188033,50986
ImPXPBlAW,【#百岁母亲喂生病女儿吃长寿面# 端着面颤颤巍巍让人泪目】近日，一段百岁老人过寿时喂生病女儿长寿面的视频让网友泪目。据了解，百岁老人的女儿在1年前生病成植物人，后慢慢恢复意识，但仍然不认识家人。然而，老人病后第一次见母亲，哭得像个受委屈的孩子，哭声让人心碎。我们视频暖心闻的秒拍视频  ,,无,无,无,2019-12-28 11:04,微博 weibo.com,18648,1506,1433
ImPJ52VY6,【#基本医疗卫生与健康促进法#出台：针对“医闹”事件，明确规定#禁止任何人威胁医护人员人身安全#】基本医疗卫生与健康促进法28日经全国人大常委会表决通过，将于2020年6月1日实施。该法分为总则、基本医疗卫生服务、医疗卫生机构、医疗卫生人员、药品供应保障、健康促进、资金保障、监督管理、法律责任、附则，共十章110条。针对“医闹”事件屡禁不止，该法作出明确规定：全社会应当关心、尊重医疗卫生人员，维护良好安全的医疗卫生服务秩序，共同构建和谐医患关系。医疗卫生人员的人身安全、人格尊严不受侵犯，其合法权益受法律保护。禁止任何组织或者个人威胁、危害医疗卫生人员人身安全，侵犯医疗卫生人员人格尊严。违反本法规定，扰乱医疗卫生机构执业场所秩序，威胁、危害医疗卫生人员人身安全，侵犯医疗卫生人员人格尊严，非法收集、使用、加工、传输公民个人健康信息，非法买卖、提供或者公开公民个人健康信息等，构成违反治安管理行为的，依法给予治安管理处罚。http://t.cn/AiFt8Fe3 [组图共2张] 原图 ,,"http://ww2.sinaimg.cn/large/a716fd45ly1gac88nfxsfj20ob0obk0y.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gac88tmd5xj20nk0fp74m.jpg",无,无,2019-12-28 10:28,微博 weibo.com,278733,11100,14153
ImPGP0aFo,【#民法典草案将提请全国人代会审议#】十三届全国人大常委会第十五次会议28日上午表决通过了全国人大常委会关于提请审议民法典草案的议案，决定将民法典草案提请2020年召开的十三届全国人大三次会议审议。民法典草案在十三届全国人大常委会第十五次会议上首次亮相。这也是民法典各分编草案与2017年制定的民法总则“合体”后，首次以完整版中国民法典草案的形式呈现。（新华社） 原图 ,,http://wx2.sinaimg.cn/large/a716fd45ly1gac830wou1j20dw0dw0xu.jpg,无,无,2019-12-28 10:22,微博 weibo.com,2475,429,299
ImPillTH0,#全国两会#【#十三届全国人大三次会议将于2020年3月5日在京召开#】十三届全国人大常委会第十五次会议28日表决通过了关于召开十三届全国人大三次会议的决定。根据决定，十三届全国人大三次会议将于2020年3月5日在北京召开。（新华社）  原图 ,,http://wx1.sinaimg.cn/large/a716fd45ly1gac6bvtcxlj20dw0dw0xu.jpg,无,无,2019-12-28 09:22,微博 weibo.com,3684,413,443
ImPcdkiNE,【太暖了！#交警叔叔被小学生抢着拥抱# 蜀黍：守护他们两年了】近日，内蒙古兴安盟的交警刘阳护送小学生过马路获拥抱的视频走红网络。从2017年起，刘阳开始执行护学任务，每天护送孩子们过马路。孩子们看到交警刘阳，都会飞奔扑过去拥抱、拍手。网友：简直是甜蜜“抱”击！人民视频的秒拍视频  ,,无,无,无,2019-12-28 09:07,微博 weibo.com,14293,1709,1415
ImOXke46m,【#胖五#发射成功瞬间 #指挥大厅里的小姐姐笑着笑着就哭了#】12月27日20时45分，长征五号遥三运载火箭在中国文昌航天发射场点火升空，2000多秒后将实践二十号卫星送入预定轨道，发射飞行试验取得圆满成功。在指挥大厅里，一名工作人员笑着笑着就哭了。致敬所有航天人！中青网新闻中心的微博视频  ,,无,无,无,2019-12-28 08:30,微博 weibo.com,194345,10768,8183
ImOL1yGNt,#微盘点#【转发致敬！#生命定格在2019的人民警察#】近日，安徽铜陵24岁辅警马勇在执勤时被撞牺牲，年轻的生命就此定格。警察，是和平年代流血最多，牺牲最大的职业群体。他们是打击犯罪的铁拳，是守护平安的卫士，他们用一己之力保万家安宁。2019年，又有多位人民警察因公牺牲↓↓转发，向英雄们致敬！  [组图共9张] 原图 ,,"http://ww2.sinaimg.cn/large/a716fd45ly1gabsuu168oj20go1k2qf4.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gabsutzkahj20go1l87iu.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gabsutxdpsj20go1o4nbr.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gabsutxmltj20go1kiwrj.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gabsuu00nhj20go1lwgy5.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gabsutzj9xj20go1kg14x.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gabsuuafesj20go1mlnav.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gabsuucfksj20go1l37gp.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gabsuubu9rj20go1kvtm7.jpg",无,无,2019-12-28 08:00,微博 weibo.com,62775,8753,6941
ImOyQyO4G,【#2020不做口头积极者#7种时间管理法打败拖延症】年底了，不少人感叹，2019定下的目标还没完成多少，时间却又不见了。 中国青年报调查显示，#近七成青年承认自己爱拖延#，爱定目标却不愿行动、执行计划常半途而废的口头积极者，是你吗？别灰心，试试这7种时间管理方法↓新一年做行动派，转起！  [组图共9张] 原图 ,,"http://ww4.sinaimg.cn/large/a716fd45ly1gabt00nd26j20go14utto.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gabt00okkoj20go1d0awy.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gabt000jgcj20go13j7q2.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gabt0027a5j20go0q07ih.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gabt00j8erj20go19fh9v.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gabt00mwg2j20go157qs2.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gabt00af5wj20go0rvnb4.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gabt00g4fbj20go0xsk7p.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gabt00lmquj20go0wywwm.jpg",无,无,2019-12-28 07:30,微博 weibo.com,20322,8979,1237
ImLpJ7Qql,【#你好，明天#】胖五成功发射，正因两年前失利，这样的王者归来更牵动人心。30个月、900多天的卧薪尝胆，40余次15000余秒的关键技术试验，艰辛唯亲历者能体会。星辰大海从不缥缈，它不是文学的修辞，而是排除万难，不辞辛劳。致敬中国航天人，你们的坚守，也将我们的目光带向更远的未来。#胖五飞天MV#http://t.cn/AiFbNsMh ,,无,无,无,2019-12-27 23:29,微博 weibo.com,23776,2528,2858
ImLfWbN9v,【夜读：有一种幸福，叫有人惦记】“爱是一种永无休止的惦念，有爱便有牵挂”。没有哪一种牵挂是不耗费时间与精力的，只有由衷的爱才能衍生出时时刻刻的惦记。真正的惦记，不是三言两语，而是实打实的呵护。无论是友情、亲情，抑或爱情，遇上了真正对你好的人，不要错过；拥有了，请好好珍惜。 http://t.cn/AiFGzduK ,,无,无,无,2019-12-27 23:05,微博 weibo.com,11311,2037,1111
ImL6IohIz,【胖五发射成功！长知识：#胖五为什么这么重要#】今晚，胖五一发定全局！长征系列火箭中胖五为什么得天独厚？他为什么只能选择海南文昌发射场？4个助推器、10台发动机的超豪华动力套餐让这个起飞质量已超800吨的“大家伙”顺利升空后，#胖五#还将发挥怎样的作用？戳视频中国科普博览的微博视频  ,,无,无,无,2019-12-27 22:42,科学科普 · 视频社区,75615,4576,6065
ImKLY8chl,【超燃！#胖五飞天MV#来了 转起一起听】他永不言败生来倔强，在那写满荣耀的地方，今天，#胖五#乘风破浪，踏步在长征的路上，照亮着中国航天事业的前方！祝贺#长征五号遥三火箭发射成功#！  人民日报的微博视频  ,,无,无,无,2019-12-27 21:51,微博视频,59583,8885,4720
ImKFU1Q48,【转起祝贺！现场视频：#长征五号遥三火箭发射成功#！[加油]】呼啸而起，腾空而去，向着星辰大海，胖五再一次出发！#胖五发射成功#  人民日报的微博视频  ,,无,无,无,2019-12-27 21:36,微博视频,18082,3339,1456
ImKBLaQfx,【#长征五号遥三火箭发射成功# 转起祝贺】12月27日20时45分，长征五号遥三运载火箭在中国文昌航天发射场点火升空，2000多秒后将实践二十号卫星送入预定轨道，发射飞行试验取得圆满成功。祝贺#胖五发射成功#！  原图 ,,http://wx3.sinaimg.cn/large/a716fd45ly1gabln9amlmj20u01hcqv5.jpg,无,无,2019-12-27 21:26,微博 weibo.com,17389,3805,1562
ImKsdB7AO,#民航总医院内行凶犯罪嫌疑人被批准逮捕#【北京检方经依法审查对在民航总医院内行凶的犯罪嫌疑人孙文斌批准逮捕】2019年12月27日，北京市人民检察院第三分院经依法审查，对在北京市朝阳区民航总医院急诊科抢救室内行凶的犯罪嫌疑人孙文斌，以涉嫌故意杀人罪批准逮捕。北京检方经依法审查对在民航总医院内行凶的犯罪嫌疑人孙文斌批准逮捕  原图 ,,http://wx4.sinaimg.cn/large/a716fd45ly1gabkyymrprj20ob0obk0y.jpg,无,无,2019-12-27 21:02,微博 weibo.com,136028,8408,8905
ImKfrnRZn,【180秒看京张高铁4年贯通路：攻下世界难题 一路直达冬奥会现场】#京张高铁开通#在即，全线长约174千米，工程正线共设10个车站，工程建造难度巨大，技术要求高。2016年3月，京张高铁开工建设；2018年12月13日，京张高铁正线最长隧道--新八达岭隧道顺利贯通，预计在年底前全线开通。http://t.cn/AiF4V1mF ,,无,无,无,2019-12-27 20:31,微博 weibo.com,5404,762,603
ImJxABmay,【#脂肪肝已成我国第一大肝脏疾病#】整天嚷嚷减肥、肚子肉太多、腿太粗……但很多人却忽略了，你的肝脏可能也需要“减脂”了。《中国脂肪肝防治指南（科普版）》显示，我国成人脂肪肝患病率达12.5%~35.4%，脂肪肝已成为我国第一大肝脏疾病。戳图↓以下8类人肝脏可能需要“减脂”  [组图共9张] 原图 ,,"http://ww1.sinaimg.cn/large/a716fd45ly1gabgx0gbbrj20j60z1ju0.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gabgx0he9kj20j61ggdj0.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gabgx0jbgqj20j61gfjuw.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gabgx0fmepj20j60vrq4d.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gabgx0d5uyj20j60anmxh.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gabgx0j33wj20j61jwq76.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gabgx0nmkoj20j61o842j.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gabgx0pthnj20j611idi6.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gabgx0nonzj20j619gwh8.jpg",无,无,2019-12-27 18:43,微博 weibo.com,5917,2250,707
ImJh2j8tH,#微盘点#【感到太难？他们#用行动专治各种丧懒颓#！】他们或许不够幸运，比起同龄人，人生起点就已落后一大截。然而，他们的内心始终翻涌着希望，在命运的阴影里用力地拽着命运不断前行。2019年，谁带给了你奋发向上的力量？为他/她点赞！一起用力奔向更加美好的明天！  [组图共9张] 原图 ,,"http://ww4.sinaimg.cn/large/a716fd45ly1gabfrc2q7pj20u00u0jwo.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gabfrb6lk1j20u00u0tdp.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gabfrbxpqtj20u00u0wj4.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gabfrbbpnrj20u00u043f.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gabfrc800dj20u00u00xz.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gabfrc3v7rj20u00u0n22.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gabfrbyywwj20u00u043n.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gabfrbszfij20u00u0q6w.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gabfrc8ga2j20u00u0wir.jpg",无,无,2019-12-27 18:02,微博 weibo.com,4210,799,377
ImITe5lNO,【哈萨克斯坦副总理：#哈坠机事故原因系操作失误和技术故障#】据俄塔社，哈萨克斯坦副总理罗曼·斯克勒在27日召开的一场新闻发布会上宣布，哈萨克斯坦贝克航空公司一架载有100人飞机于当天凌晨在阿拉法特附近坠毁的初步原因是飞行员操作失误和发生技术故障。#哈萨克斯坦一载有100人飞机坠毁# http://t.cn/AiFUJ4Nd 原图 ,,http://wx4.sinaimg.cn/large/a716fd45ly1gabe253nuzj20hr0bhthv.jpg,无,无,2019-12-27 17:03,微博 weibo.com,18702,504,1519
ImIxCi9uW,【#胖五归来出征就位#，你了解这个大家伙吗？】长征五号遥三运载火箭将择机实施飞行试验任务。长征五号被亲切地称为“胖五”。“胖五”有多胖？胖五发射为什么重要？未来它还将怎样征服更广阔的星辰大海？戳图了解↓一起#为胖五加油#！  [组图共6张] 原图 ,,"http://ww2.sinaimg.cn/large/a716fd45ly1gabcg2ueyfj20hs0ptwha.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gabcgd16qkg20hs1gykjn.gif,http://ww2.sinaimg.cn/large/a716fd45ly1gabcgau9p5g20hs1gx7wh.gif,http://ww2.sinaimg.cn/large/a716fd45ly1gabcg7nmcpg20hs0zlkjl.gif,http://ww3.sinaimg.cn/large/a716fd45ly1gabcgd9qi1g20hs1riqv5.gif,http://ww3.sinaimg.cn/large/a716fd45ly1gabcgaphtmg20hs2nwhdu.gif",无,无,2019-12-27 16:10,微博 weibo.com,6518,1552,634
ImIngbszY,【交通运输部：#严禁强制或变相强制车辆安装ETC#】27日，在国务院新闻办公室发布会上，交通运输部公路局局长吴德金表示，严禁通过任何方式强制或变相强制车辆安装ETC，严禁以任何方式对未安装ETC的车辆通行高速设置障碍。交通运输部将督促各地整改各种不规范推广行为。（人民日报记者刘志强）  原图 ,,http://wx1.sinaimg.cn/large/a716fd45ly1gabbs9wj3aj21420u01ky.jpg,无,无,2019-12-27 15:45,微博 weibo.com,20971,1907,3033
ImIbR6YU3,【#深圳中华田园犬可办理犬证#】25日，深圳发通告更新禁养烈性犬名录，将中华田园犬（土狗）和英国斗牛犬（Bull Dog）从原27种禁养烈性犬名单中移除，自2020年1月10日起施行，有效期5年。这意味着，在深圳，中华田园犬(土狗)和英国斗牛犬（Bull Dog）可办理养犬登记证，持证饲养。深圳特区报数字报  原图 ,,http://wx4.sinaimg.cn/large/a716fd45ly1gabayv9xk1j20u00irq7t.jpg,无,无,2019-12-27 15:16,微博 weibo.com,10966,880,1117
ImHTn8RE4,【祝贺！#C919最后一架试飞飞机完成首飞#】27日，C919大型客机106架机从浦东机场第四跑道起飞，经2小时5分钟飞行，在完成30个试验点后返航，平稳降落浦东机场，顺利完成首飞。至此，#6架C919试飞飞机全部投入试飞工作#，项目正式进入“6机4地”大强度试飞阶段。（余建斌、沈文敏）  http://t.cn/AiFyyHbX ,,无,无,无,2019-12-27 14:31,微博视频,7441,1685,909
ImHIpdWCz,【90后老师让学生#用地理知识写三行情书#：遇见你，像寒流遇暖流】浙江金华，一名#女老师收700封地理情书#。原来，这些都是丁晓涵老师布置的作业，要求学生用地理知识写下三行情书，没点地理知识还真看不懂。比如：遇见了你，就像寒流与暖流不期而遇…一手video的秒拍视频  ,,无,无,无,2019-12-27 14:04,微博 weibo.com,7364,1279,728
ImHtznhFY,【#哈萨克斯坦坠机已致14死# 现场画面曝光】27日，#哈萨克斯坦一载有100人飞机坠毁#。据报道，事故已造成14人遇难，受伤人数也上升至35人。该架客机起飞后不久撞上一栋2层建筑后坠毁，所幸没有起火，或有不少乘客幸存。世面的秒拍视频  ,,无,无,无,2019-12-27 13:27,微博 weibo.com,1658,291,390
ImHc7hcIR,【#2019中国军事大场面#，每一幕都震撼！】这一年，国庆70周年大阅兵气势如虹、震撼人心；这一年，人民海军和人民空军先后迎来70周年，海上阅舰、空中列队；这一年，直-20、东风-17等亮相，山东舰入列…难忘瞬间↓↓#家在中国#，每看一遍，便对祖国更深爱一分！央视军事的微博视频  ,,无,无,无,2019-12-27 12:44,军事 · 视频社区,6765,1984,824
ImGXx6do8,#微盘点#【#基层派出所的2019#：初心献给一方平安】雪夜，大山中寻找老人；纠纷，在坚持中化解；河中，救起落水老人；警灯，指引前方的道路；肩膀，扛起责任与重担……这是@绩溪县金沙派出所 2019年的缩影，用初心，来守护一方平安。绩溪县金沙派出所的微博视频  ,,无,无,无,2019-12-27 12:08,微博 weibo.com,4331,757,457
ImGJTnqJb,【#哈萨克斯坦一载有100人飞机坠毁#，已致7死，有幸存者】据央视，哈萨克斯坦工业和基础设施发展部：当地时间今天上午，一架客机在哈萨克斯坦阿拉木图机场附近地区坠机，初步估计有7人死亡。事故发生时，机上有100人。据悉，这架客机隶属于BEK AIR航空公司，从阿拉木图机场起飞后从雷达上消失。俄媒报道，飞机起飞后撞上机场附近的混凝土围栏及一幢2层建筑。目前坠机事件细节有待核查。 [组图共3张] 原图 ,,"http://ww2.sinaimg.cn/large/a716fd45ly1gab4kdremnj20ob0obk0y.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gab4kdmsjij20i70a6tln.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gab4kdhx5oj20c8096t97.jpg",无,无,2019-12-27 11:35,微博 weibo.com,1979,283,464
ImBVzk2rn,【#你好，明天#】“九成青年希望2020年要做行动派”上了热搜，你年初的愿望实现了吗？有远方的生活方显精彩，有目标的人生才不虚无。成为更好的自己不必等待明天；与过去的自己翻篇，行动就在当下。其实人生哪来的刻度，再远的路也只是前行不懈的一个个脚步。  原图 ,,http://wx2.sinaimg.cn/large/a716fd45ly1gaaj9a491oj219d0u0e81.jpg,无,无,2019-12-26 23:20,微博 weibo.com,4430,1402,900
ImBLK2vg9,【#甘肃卫健委通报布病事件调查结果#：当地药厂废气带菌，一人有症状】26日，甘肃省卫生健康委员会官网发布了中国农科院兰州兽研所布鲁氏菌抗体阳性事件调查处置情况通报：至12月25日16时，兰州兽研所学生和职工血清布鲁氏菌抗体初筛检测累计671份，实验室复核检测确认抗体阳性人员累计181例。抗体阳性人员除一名出现临床症状外，其余均无临床症状、无发病。12月份以来，兰州大学学生和教职工中陆续检出抗体阳性，目前共检测3365人次，检出布鲁氏菌抗体阳性22人，阳性率0.65%，经流行病学调查，其中有6人曾于今年7月份在兰州兽研所有过活动，其余的检出阳性人员符合兰州市城关区布鲁氏菌病流行趋势。 http://t.cn/AiFzTfWe ,,无,无,无,2019-12-26 22:56,微博 weibo.com,2445,515,413
ImBEqshkU,【夜读：做好三件事，你就是人生赢家】人生看似复杂，其实只有三件事：自己的事，他人的事，老天的事。自己的事，用心去做，你终究会收获沉甸甸的果实。这个世界上总有志同道合的人，愿意和我们一起经历风雨。老天的事，配合去做，你越努力，就离成功越近。 【夜读】做好三件事，你就是人生赢家  ,,无,无,无,2019-12-26 22:38,微博 weibo.com,4087,2190,713
ImBkCFq81,【#北京市吸烟人数有363万#，成人吸烟人数持续下降】26日，北京市卫健委发布第三次成人烟草调查结果：2019年男性吸烟率为37.1%，比2016年有所降低；女性吸烟率为2.4%，比2016年略有上升。结果还显示，酒吧、家庭和公共交通工具的二手烟暴露率有所下降，工作场所、餐馆和大学则有所上升。http://t.cn/AiFzGGnj 原图 ,,http://wx2.sinaimg.cn/large/a716fd45ly1gaagp23hzej21810tm4qr.jpg,无,无,2019-12-26 21:49,微博 weibo.com,37622,1072,4474
ImAXZ6Gzp,【#广东连州交通事故致7死2伤#】广东清远连州市公安局26日通报称，当天10时30分许，一辆小型普通客车沿G537线由北往南行驶至连州市丰阳镇湖江村路段，与另一辆三轮摩托车发生碰撞。两车碰撞后，小型普通客车再碰撞路边树干起火，造成7人当场死亡，2人受伤。公安部门表示，目前各项善后处置工作正在进行中。 原图 ,,http://wx3.sinaimg.cn/large/a716fd45ly1gaaf2su7q2j20u013s0x0.jpg,无,无,2019-12-26 20:53,微博 weibo.com,5161,435,1153
