博文网址,发帖子人,博文发布时间,来自,博文内容,转发数,评论数,点赞数,博文图片,博文视频,评论者,评论内容,评论时间,评论点赞,二级评论人,二级评论内容,二级评论时间,二级评论点赞
https://weibo.com/2615417307/IrZCtqJdx,,,,,,,,,,flyingroc88,建议全国人员禁止流动，都待在家。无限期推迟上班,2020-1-31 08:54,25,朵朵花儿向日葵,"
                        朵朵花儿向日葵：然后大家不用生活，电也不供了，水也不供了，食品也不运输了，都到山上挖野菜吃对吗？                    ",2020-1-31 08:57,16
https://weibo.com/2615417307/IrZCtqJdx,,,,,,,,,,flyingroc88,建议全国人员禁止流动，都待在家。无限期推迟上班,2020-1-31 08:54,25,---桃夭--,"
                        ---桃夭--：回复@喵喵喵喵喵的200512:需要就停呗，我说不需要封小区，不需要这个，不需要那个，我一老百姓，我说的那算啊，谁听你的                    ",2020-1-31 18:22,
https://weibo.com/2615417307/IrZCtqJdx,,,,,,,,,,岩石颂,要不是为了养家糊口谁愿意这时候回北京，北京啥情况全国人都知道咋回事，谁给你的权利这样做市政府国务院还是宪法规定的，不是生活所迫谁愿意跑那么远去北京打工，就因为不是北京户口不是北京出生就要处处受排挤，自己解决自己能解决谁没事闲的去北京打工,2020-1-31 09:27,19,,,,
https://weibo.com/2615417307/IrZCtqJdx,,,,,,,,,,,,,,,,,
https://weibo.com/2615417307/IrZiP9tHX,,,,,,,,,,种花家的三傻,这还不包括，已经死了没诊断的，以及医院不给确诊的。哎,2020-1-31 08:03,243,阿喀琉斯之外,"
                        阿喀琉斯之外：回复@wh快点好起来:你想多了，活着的能弄明白就行了，还指望他们能弄明白死了的？                    ",2020-1-31 08:11,31
https://weibo.com/2615417307/IrZiP9tHX,,,,,,,,,,种花家的三傻,这还不包括，已经死了没诊断的，以及医院不给确诊的。哎,2020-1-31 08:03,243,wh快点好起来,"
                        wh快点好起来：事后，估计会单独统计那一块的数据的。                    ",2020-1-31 08:05,1
https://weibo.com/2615417307/IrZiP9tHX,,,,,,,,,,Neko酱油焖蟹,捐款物资为什么不到位，为什么全世界都在给湖北捐东西，医院还是不够用！我们捐的东西是他妈被黑洞吃了么？？？球球大家一起关注一下,2020-1-31 08:05,89,,,,
https://weibo.com/2615417307/IrZiP9tHX,,,,,,,,,,走过盛夏的少年,爽不爽？嗨不嗨？武汉和湖北的憨批领导，还有那些害怕被隔离到处乱跑的沙雕，全世界都让你们连累了,2020-1-31 08:23,36,,,,
https://weibo.com/2615417307/IrZiP9tHX,,,,,,,,,,宁超文Victory,不是数百人因疫情去世，而是一个人去世这件事，在不同的家庭中发生了数百次。（摘自《新周刊》）对于有良知的人来说，每一个个体体的伤痛都是真实的，值得被传播、被记忆。​​​,2020-1-31 08:02,85,别说话说话就柠檬,"
                        别说话说话就柠檬：这不是套的北野武的原话吗                    ",2020-1-31 08:07,6
https://weibo.com/2615417307/IrZiP9tHX,,,,,,,,,,宁超文Victory,不是数百人因疫情去世，而是一个人去世这件事，在不同的家庭中发生了数百次。（摘自《新周刊》）对于有良知的人来说，每一个个体体的伤痛都是真实的，值得被传播、被记忆。​​​,2020-1-31 08:02,85,宁超文Victory,"
                        宁超文Victory：回复@李白有三根玫瑰花刺:灾难并不是死了两万人这样一件事，而是死了一个人这件事，发生了两万次。（日本导演北野武）                    ",2020-1-31 09:58,1
https://weibo.com/2615417307/IrZiP9tHX,,,,,,,,,,为什么好的吧不可用,@为什么好的吧不可用:湖北省孝感市应城市化工厂还在正常上班，孝感现在已经五百多例。没人管。湖北疫情这么严重，却仍旧不响应国家规定，真的迷。能不能帮忙扩一下，打电话投诉不是占线就是踢皮球实在没办法,2020-1-31 08:03,16,,,,
https://weibo.com/2615417307/IrZiP9tHX,,,,,,,,,,人之初爱家驹,山东捐的菜到武汉被他们卖掉换钱了我有点理解不了,2020-1-31 08:20,10,枫江水,"
                        枫江水：我觉得关键是卖菜的钱的去向，如果全数用到防疫工作上去了，这样操作没问题。                    ",2020-1-31 08:51,
https://weibo.com/2615417307/IrZiP9tHX,,,,,,,,,,人之初爱家驹,山东捐的菜到武汉被他们卖掉换钱了我有点理解不了,2020-1-31 08:20,10,勇者小鱼干,"
                        勇者小鱼干：不卖钱等哄抢，没抢到的又说不公                    ",2020-1-31 10:05,
https://weibo.com/2615417307/IrZiP9tHX,,,,,,,,,,ddyf201801,武汉市长说估计还有一千多会确诊，原来说的是每天的数啊,2020-1-31 08:41,24,遍地是小人,"
                        遍地是小人：不然是十年？                    ",2020-1-31 09:30,
https://weibo.com/2615417307/IrZiP9tHX,,,,,,,,,,ddyf201801,武汉市长说估计还有一千多会确诊，原来说的是每天的数啊,2020-1-31 08:41,24,勇者小鱼干,"
                        勇者小鱼干：说的是第二天而已，后面每隔两天就翻一番                    ",2020-1-31 10:04,
https://weibo.com/2615417307/IrZiP9tHX,,,,,,,,,,放你个菠萝屁,这个冬天给人的印象太不好了，但是春天就要来了。,2020-1-31 08:05,8,迷你asteroid,"
                        迷你asteroid：等夏天吧，我觉得我已经不用买春装了                    ",2020-1-31 08:50,
https://weibo.com/2615417307/IrZiP9tHX,,,,,,,,,,放你个菠萝屁,这个冬天给人的印象太不好了，但是春天就要来了。,2020-1-31 08:05,8,秋荷露蘸墨,"
                        秋荷露蘸墨：春天来了，每年例行的流感病毒也会跟着来                    ",2020-1-31 08:40,
https://weibo.com/2615417307/IrZiP9tHX,,,,,,,,,,Apostler,啥时候到顶啊,2020-1-31 08:03,2,,,,
https://weibo.com/2615417307/IrZiP9tHX,,,,,,,,,,Immediately_wh,疫情形势依然严峻,2020-1-31 12:36,,,,,
https://weibo.com/2615417307/IrZiP9tHX,,,,,,,,,,阿仁KaPo,🙏,2020-1-31 08:37,,,,,
https://weibo.com/2615417307/IrZiP9tHX,,,,,,,,,,,,,,,,,
https://weibo.com/2615417307/IrXebuse6,,,,,,,,,,马尔戴夫,这时候放消息，瞎子都能明白。,2020-1-31 02:54,25,醉酒的星空,"
                        醉酒的星空：一样捂着不说？                    ",2020-1-31 04:07,18
https://weibo.com/2615417307/IrXebuse6,,,,,,,,,,马尔戴夫,这时候放消息，瞎子都能明白。,2020-1-31 02:54,25,高桥凉皮不会漂移,"
                        高桥凉皮不会漂移：回复@马尔戴夫:需要注意到的一点是，世卫组织从不会将任何一个国家列为疫区，今天这个行为也不是。比如03年sars，只有个别单位被列为疫区，例如北京，多伦多。在WHO的字典里，也没有所谓“疫区国”这个概念。                    ",2020-1-31 05:33,3
https://weibo.com/2615417307/IrXebuse6,,,,,,,,,,刘礻羊,凤凰也是在盯结果麽？这个病例真是雪上加霜,2020-1-31 02:47,13,,,,
https://weibo.com/2615417307/IrXebuse6,,,,,,,,,,唐山老揣,他们确诊的这些人中有白种人吗？,2020-1-31 08:13,5,,,,
https://weibo.com/2615417307/IrXebuse6,,,,,,,,,,道非常道PYC,带节奏？？？,2020-1-31 03:28,1,,,,
https://weibo.com/2615417307/IrXebuse6,,,,,,,,,,戚英明-四气真理,国外如有人传人事件，并且不止一两起，世卫组织按规定就可宣布紧急公共事件成立，联合国也有权可封国，我国对外经济就会受影响，美国希望我国衰败的企图就有了希望。这就升级成国际战略事件，而不只是疫情事件不过当年巴西也被宣布了，也照样办奥运，只要快速灭疫情，我国也不会有太大影响。,2020-1-31 03:46,14,萧肃38110,"
                        萧肃38110：一切都没有真相重要，真相真的会是人性的显露吗？国人求个真相真的比遇到神仙还难呐                    ",2020-1-31 08:27,
https://weibo.com/2615417307/IrXebuse6,,,,,,,,,,Dianaxjy,？？？他急了他急了他急了他急了他急了他急了他急了他急了,2020-1-31 03:28,19,,,,
https://weibo.com/2615417307/IrXebuse6,,,,,,,,,,_GREENTRAIN_,评论里这么多没脑子的人？？？,2020-1-31 11:17,,,,,
https://weibo.com/2615417307/IrXebuse6,,,,,,,,,,唐山雨晨66,都是爱国人士啊,2020-1-31 03:16,2,,,,
https://weibo.com/2615417307/IrXebuse6,,,,,,,,,,我家小麦,可以骂人不晓得好多人问,2020-1-31 04:14,,,,,
https://weibo.com/2615417307/IrXebuse6,,,,,,,,,,吴夺,在被子裡面放屁，不會散到空氣。聞到都是雨女無瓜。,2020-1-31 02:56,,,,,
https://weibo.com/2615417307/IrXebuse6,,,,,,,,,,suesuesong,对于网上流传的某个阴谋论，突然有了新的看法了,2020-1-31 04:15,8,,,,
https://weibo.com/2615417307/IrXebuse6,,,,,,,,,,火龙船,都是亚洲人,2020-1-31 02:46,,,,,
https://weibo.com/2615417307/IrXebuse6,,,,,,,,,,,,,,,,,
https://weibo.com/2615417307/IrV7tDTiy,,,,,,,,,,,,,,,,,
https://weibo.com/2615417307/IrV7tDTiy,,,,,,,,,,,,,,,,,
https://weibo.com/2615417307/IrU6ywBjh,,,,,,,,,,卷卷毛球呀,我们纳税人的钱就用来养这么群饭桶？,2020-1-30 18:49,1304,,,,
https://weibo.com/2615417307/IrU6ywBjh,,,,,,,,,,尴尬行为图鉴,这一帮酒囊饭袋，以前安逸惯了，现在遇到情况不知所措，把平时的那套作风摆出来给中央督查组看？给全国人民看？,2020-1-30 18:49,860,,,,
https://weibo.com/2615417307/IrU6ywBjh,,,,,,,,,,小慈Lili,无法想象平常她们得有多大官威,2020-1-30 18:49,624,,,,
https://weibo.com/2615417307/IrU6ywBjh,,,,,,,,,,华了个白,狗官？,2020-1-30 18:48,323,,,,
https://weibo.com/2615417307/IrU6ywBjh,,,,,,,,,,王成_上海写字楼租售,革职查办,2020-1-30 18:48,304,,,,
https://weibo.com/2615417307/IrU6ywBjh,,,,,,,,,,魔女的余香,主任:我tm一天记这么多数字干嘛?,2020-1-30 18:49,282,,,,
https://weibo.com/2615417307/IrU6ywBjh,,,,,,,,,,叮当叮叮当201909,这样的岗位都是“坐吃等死”的闲职，以前也是糊弄着这样干的，没想到这次没糊弄过去，当地湖北特色吧，看看从上到下，哎，，全国为了湖北几乎所有省份都“一级响应”了，而当地确这样一问三不知。呵呵呵了。。希望最后别是“自罚三杯”。否则真的烂到根了,2020-1-30 18:52,229,,,,
https://weibo.com/2615417307/IrU6ywBjh,,,,,,,,,,满天星-songwhuan,和省长一路人，只想领工资，想送他们去icu,2020-1-30 18:50,128,,,,
https://weibo.com/2615417307/IrU6ywBjh,,,,,,,,,,你挺抠啊,卫健委主任：“我就是到月领工资，也不知干啥呀？”,2020-1-30 18:51,118,,,,
https://weibo.com/2615417307/IrU6ywBjh,,,,,,,,,,_jingx,她也不觉得尴尬,2020-1-30 18:49,88,,,,
https://weibo.com/2615417307/IrU6ywBjh,,,,,,,,,,船长麻烦开到汨罗江,拜托大家关注一下黄冈市下面的小县城黄梅县吧，病例显示无增加，可是医院现在全部都是发热病人也没有确诊的能力。急急急！！！？,2020-1-30 18:53,75,,,,
https://weibo.com/2615417307/IrU6ywBjh,,,,,,,,,,矿工小日子,省长数不清口罩，疾控主任数不清床位没毛病。,2020-1-30 18:59,59,,,,
https://weibo.com/2615417307/IrU6ywBjh,,,,,,,,,,,,,,,,,
https://weibo.com/2615417307/IrTofm1sN,,,,,,,,,,VoN_birden,捐的不拿来卖那就参考免费发口罩引起哄抢，按照低于市场价出售来过滤掉那些投机取巧的人，把蔬菜留给真正需要的人是非常合理的行为，问题在于售卖收入的使用上。喷拿来卖的生活中多动动脑子,2020-1-30 17:04,135,Cilla的好朋友,"
                        Cilla的好朋友：不是免费给市民的，是给一线的医院，工地，还有为灾情付出的各政府单位食堂的                    ",2020-1-31 16:00,5
https://weibo.com/2615417307/IrTofm1sN,,,,,,,,,,唐吉诃德的porsche,糊涂账可不行，全国人民的良心糟蹋不得,2020-1-30 17:01,102,我叫我爱吃芒果,"
                        我叫我爱吃芒果：糟蹋的还不够吗                    ",2020-1-30 17:01,7
https://weibo.com/2615417307/IrTofm1sN,,,,,,,,,,豆啡,一些事情，你细品，就发现都是漏洞。捐的不只是蔬菜，那些钱款，物品其实谁也看不到使用情况。,2020-1-30 17:01,113,李大顺大李,"
                        李大顺大李：你号没了                    ",2020-1-30 18:36,2
https://weibo.com/2615417307/IrTofm1sN,,,,,,,,,,豆啡,一些事情，你细品，就发现都是漏洞。捐的不只是蔬菜，那些钱款，物品其实谁也看不到使用情况。,2020-1-30 17:01,113,张展不是老师,"
                        张展不是老师：再用捐款买回蔬菜就高明了                    ",2020-2-8 22:56,
https://weibo.com/2615417307/IrTofm1sN,,,,,,,,,,文盲播客,往武汉的医院食堂和隔离点食堂一分，啥事没有。非要动脑筋变现，老百姓不质疑你们质疑谁啊？,2020-1-30 17:11,73,jason杰森小小森,"
                        jason杰森小小森：回复@一念孤独成殇:第一批捐的也是水果低于市场价售卖的，对接的也是国企中商，新闻上人民日报、环球时报一开始的视频新闻报道就是低于市场价售卖的，政府统一收购抑制菜价的，每个人购买5斤，在商超里有牌子写的。河南的10吨大葱也是卖的，重庆的也是…只是网上觉得捐的就应该免费…                    ",2020-2-6 18:57,
https://weibo.com/2615417307/IrTofm1sN,,,,,,,,,,文盲播客,往武汉的医院食堂和隔离点食堂一分，啥事没有。非要动脑筋变现，老百姓不质疑你们质疑谁啊？,2020-1-30 17:11,73,一念孤独成殇,"
                        一念孤独成殇：回复@松江漕运:况且医院里住的谁？武汉市民的同胞，中华儿女，武汉市民能去提意见？他们希望的是能够早日好起来，而不是在这个物质短缺的时候，自顾自的去抗议                    ",2020-2-6 14:32,1
https://weibo.com/2615417307/IrTofm1sN,,,,,,,,,,YlS-9y,失去了信任，中国红十字现在真的成了摆设了，财政流水公开就这么难吗,2020-1-30 17:02,50,恶鹅在咆哮,"
                        恶鹅在咆哮：这跟红十字会没有任何关系。                    ",2020-1-30 17:28,
https://weibo.com/2615417307/IrTofm1sN,,,,,,,,,,务本·上达,别让爱心变寒心，加油！,2020-1-30 17:00,33,XXL胖,"
                        XXL胖：性质变了，个人认为这不是捐赠了。武汉现在捐款在账上趴着有多少？要是缺钱，大家可以捐钱，不必菜农流血流汗捐菜。如果平抑物价，可以成本价卖给武汉。                    ",2020-1-31 08:30,
https://weibo.com/2615417307/IrTofm1sN,,,,,,,,,,爱上在路上的你,呵呵。山东免费捐菜，武汉卖给人民，美其名曰：取之于民用之于民。这波操作666。。又得菜又得钱。,2020-1-30 17:06,38,小宝的小宝猪,"
                        小宝的小宝猪：你号也没了                    ",2020-2-2 06:38,
https://weibo.com/2615417307/IrTofm1sN,,,,,,,,,,爱上在路上的你,呵呵。山东免费捐菜，武汉卖给人民，美其名曰：取之于民用之于民。这波操作666。。又得菜又得钱。,2020-1-30 17:06,38,是你的先生啊,"
                        是你的先生啊：回复@信我me:你理智                    ",2020-1-31 16:46,
https://weibo.com/2615417307/IrTofm1sN,,,,,,,,,,爱上在路上的你,武汉改口挺快的。一天改几次了。,2020-1-30 17:12,29,,,,
https://weibo.com/2615417307/IrTofm1sN,,,,,,,,,,kolewa,人家捐给你吃，你把它卖了，说你需要的是钱！shit,2020-1-30 18:08,23,,,,
https://weibo.com/2615417307/IrTofm1sN,,,,,,,,,,你的笑容好好吃,卖了有问题吗？只要收入使用于防疫。捐了就是捐了呀，人家寿光也没说不允许卖啊，卖了也都是到市民家里吃了啊，不然怎么搞，分给谁不给谁，还是放那烂掉？,2020-1-30 17:43,10,Sonickkkkkkkkk,"
                        Sonickkkkkkkkk：你知道收入是专款专用？进了某些贪官袋里还不如烂掉                    ",2020-1-30 18:44,6
https://weibo.com/2615417307/IrTofm1sN,,,,,,,,,,你的笑容好好吃,卖了有问题吗？只要收入使用于防疫。捐了就是捐了呀，人家寿光也没说不允许卖啊，卖了也都是到市民家里吃了啊，不然怎么搞，分给谁不给谁，还是放那烂掉？,2020-1-30 17:43,10,宛宛-Yoko,"
                        宛宛-Yoko：关键红会还不承认是寿光捐赠的，说是没收到                    ",2020-1-31 23:32,
https://weibo.com/2615417307/IrTofm1sN,,,,,,,,,,你别跟我Gerga,神操作,2020-1-30 17:00,11,,,,
https://weibo.com/2615417307/IrTofm1sN,,,,,,,,,,,,,,,,,
https://weibo.com/2615417307/IrSId8QHU,,,,,,,,,,狮子座的追光者,这还是人吗？？？,2020-1-30 15:15,1114,,,,
https://weibo.com/2615417307/IrSId8QHU,,,,,,,,,,全是甜份,直接毙了可以吗。都这种时候了。,2020-1-30 15:16,673,,,,
https://weibo.com/2615417307/IrSId8QHU,,,,,,,,,,马小远和我的四季,特么这些畜牲直接判刑不好么？,2020-1-30 15:17,453,,,,
https://weibo.com/2615417307/IrSId8QHU,,,,,,,,,,陳芒果CX,医闹必须立法来解决这种人以后全家拉入医疗系统黑名单犯罪者判刑,2020-1-30 15:17,418,,,,
https://weibo.com/2615417307/IrSId8QHU,,,,,,,,,,177Metis,这都她妈什么事儿啊,2020-1-30 15:16,186,,,,
https://weibo.com/2615417307/IrSId8QHU,,,,,,,,,,宜室宜厅北京除甲醛,最怕看到这样的新闻……还是出现了,2020-1-30 15:16,116,,,,
https://weibo.com/2615417307/IrSId8QHU,,,,,,,,,,财神姐,在这个特殊时期，更加不能让医护工作者寒心,2020-1-30 15:16,57,,,,
https://weibo.com/2615417307/IrSId8QHU,,,,,,,,,,溯Yy,强烈建议把这些人加入医保黑名单并且追究刑事责任,2020-1-30 15:36,44,,,,
https://weibo.com/2615417307/IrSId8QHU,,,,,,,,,,不是特长生,国家要去打仗，然后你对士兵大打出手，让士兵上不了战场，判什么罪？,2020-1-30 15:16,46,,,,
https://weibo.com/2615417307/IrSId8QHU,,,,,,,,,,是大嘴是大腿,这种患者家属不曝光留着继续祸害人间嘛,2020-1-30 15:16,52,,,,
https://weibo.com/2615417307/IrSId8QHU,,,,,,,,,,毛毛_格格巫,必须严惩,2020-1-30 15:16,46,,,,
https://weibo.com/2615417307/IrSId8QHU,,,,,,,,,,我的微博名称霸气吗,上梁被阿冠干死了，所以下梁打医生？上梁不正下梁歪，所以死的好，劣质dna必须从根上灭种,2020-1-30 15:21,39,,,,
https://weibo.com/2615417307/IrSId8QHU,,,,,,,,,,songb00k,现在医疗界已属战时状态还打医生（借口医患矛盾）…前几天政法委书记刚强调严防严打＝打医生者应按战状态时被枪毙,2020-1-30 15:51,15,,,,
https://weibo.com/2615417307/IrSId8QHU,,,,,,,,,,,,,,,,,
https://weibo.com/2615417307/IrS6dpQaS,,,,,,,,,,-Caneshuga,我傻了所以这是薛定谔的菜？,2020-1-30 13:42,303,你若安好便是晴天493141,"
                        你若安好便是晴天493141：想想一个月月前 可防可控                    ",2020-1-30 13:47,5
https://weibo.com/2615417307/IrS6dpQaS,,,,,,,,,,-Caneshuga,我傻了所以这是薛定谔的菜？,2020-1-30 13:42,303,心辣柠檬茶,"
                        心辣柠檬茶：回复@你若安好便是晴天0880:就是一个笑话啊                    ",2020-1-30 13:51,2
https://weibo.com/2615417307/IrS6dpQaS,,,,,,,,,,西岗卫视,小S：你们是什么堕落的组织？你们要不要脸？,2020-1-30 13:43,213,aSe7en,"
                        aSe7en：@MrVBlog                    ",2020-1-30 22:33,
https://weibo.com/2615417307/IrS6dpQaS,,,,,,,,,,西岗卫视,小S：你们是什么堕落的组织？你们要不要脸？,2020-1-30 13:43,213,西岗卫视,"
                        西岗卫视：图在我第一条微博。                    ",2020-1-30 13:51,
https://weibo.com/2615417307/IrS6dpQaS,,,,,,,,,,我改名字了哦哦哦哦,环球网造谣？,2020-1-30 13:42,35,懒王kkk,"
                        懒王kkk：他经常造……                    ",2020-1-30 14:05,3
https://weibo.com/2615417307/IrS6dpQaS,,,,,,,,,,米米米040787,人家好心好意捐的，最后这是闹什么乌龙,2020-1-30 13:43,73,阿斌同學,"
                        阿斌同學：我们都是观众啦                    ",2020-1-30 15:25,
https://weibo.com/2615417307/IrS6dpQaS,,,,,,,,,,Opperior-Ln,没收到捐赠？？我大山东的菜都送到了好嘛,2020-1-30 13:44,60,jason杰森小小森,"
                        jason杰森小小森：捐赠的是武汉商会。河南的菜，重庆的菜一样是公开低价，限量卖的，会在商超⬆️挂着牌子某某地区爱心菜，每人限购5斤。都不是给红十字会的，用来抑制平衡武汉市场价格。只有个人捐赠的是拉给指定的医院或者其它地方…只是政府没有对大众公开，不透明。                    ",2020-2-5 22:01,
https://weibo.com/2615417307/IrS6dpQaS,,,,,,,,,,Opperior-Ln,没收到捐赠？？我大山东的菜都送到了好嘛,2020-1-30 13:44,60,门前大花花,"
                        门前大花花：飞了                    ",2020-1-30 14:50,1
https://weibo.com/2615417307/IrS6dpQaS,,,,,,,,,,猕猴桃怪物,340万的防护服是子虚乌有，350吨的蔬菜不翼而飞。众志成城是你我口中的罗生门。,2020-1-30 13:46,48,踢球的小猪,"
                        踢球的小猪：很多人都没搞清楚事实，就跟着造谣的节奏跟踪起哄，不是阴阳怪气，就是鲁迅先生的，嘴里站在道德制高点怒斥欺骗行为，但其实自己就是这其中的一部分                    ",2020-1-30 14:53,1
https://weibo.com/2615417307/IrS6dpQaS,,,,,,,,,,猕猴桃怪物,340万的防护服是子虚乌有，350吨的蔬菜不翼而飞。众志成城是你我口中的罗生门。,2020-1-30 13:46,48,猕猴桃怪物,"
                        猕猴桃怪物：不用点赞了各位，新闻一天三变，希望最终是好的吧。                    ",2020-1-30 17:31,
https://weibo.com/2615417307/IrS6dpQaS,,,,,,,,,,北雁兮南飞,沒問題的，只要把你們賬目公開審計就行！,2020-1-30 13:46,48,天使18883,"
                        天使18883：这样的机构似乎更应该受老百姓监督才对。                    ",2020-1-31 10:09,
https://weibo.com/2615417307/IrS6dpQaS,,,,,,,,,,北雁兮南飞,沒問題的，只要把你們賬目公開審計就行！,2020-1-30 13:46,48,酒酿小能手,"
                        酒酿小能手：这个机构到底受不受监管？                    ",2020-1-30 14:20,1
https://weibo.com/2615417307/IrS6dpQaS,,,,,,,,,,一枚有态度de青年,看看人家韩红爱心基金，有审计！！！对比中华思源和红十字会，高下立见。所以做公益，我只服韩红的赤诚之心最好的韩红，不接受反驳,2020-1-30 13:48,45,,,,
https://weibo.com/2615417307/IrS6dpQaS,,,,,,,,,,Kaka单挑TMAC,那350吨白菜去哪里了？飞了？,2020-1-30 13:46,34,wanda虫子,"
                        wanda虫子：不是白菜。。。是二十多种蔬菜，高温棚一亩地投资十七八万，种白菜太委屈了。。。。                    ",2020-1-30 14:49,2
https://weibo.com/2615417307/IrS6dpQaS,,,,,,,,,,Kaka单挑TMAC,那350吨白菜去哪里了？飞了？,2020-1-30 13:46,34,宥泽夕,"
                        宥泽夕：寿光的菜价都很高了，黄瓜都八九块一斤了，菜价都涨了不要辜负了……                    ",2020-1-31 16:39,
https://weibo.com/2615417307/IrS6dpQaS,,,,,,,,,,LanderMe,谁知道蔬菜去哪儿了？,2020-1-30 13:43,26,,,,
https://weibo.com/2615417307/IrS6dpQaS,,,,,,,,,,月明风歌,全程是寿光和中商集团协商，红十字会没有参与。免费送是没法实现的，低价卖是可行的，然后卖的钱捐给红十字会，具体可以看马伯庸的微博。不能总是以你们把公信力搞丢了为借口开脱。,2020-1-30 13:48,23,wanda虫子,"
                        wanda虫子：我觉得卖的钱直接买口罩送医院比较靠谱                    ",2020-1-30 14:50,1
https://weibo.com/2615417307/IrS6dpQaS,,,,,,,,,,零·白日梦实力派·度,那菜呢？平行时空消失了吗？,2020-1-30 13:46,17,零·白日梦实力派·度,"
                        零·白日梦实力派·度：回复@牛仔吥忙zero:嗐                    ",2020-1-30 14:09,
https://weibo.com/2615417307/IrS6dpQaS,,,,,,,,,,,,,,,,,
https://weibo.com/2615417307/IrRyrBhae,凤凰网, 2020-1-30 12:18,微博 weibo.com,"
                                                                                                                        【女子武汉回家23天后发病？ 原来是#合肥卫健委写错了#】1月30日，合肥市卫健委通告疫情信息，合肥市新增新型冠状病毒感染的肺炎确诊病例10例。其中一例病例引发关注：“李某，女，34岁，现居合肥市蜀山区。1月2日自武汉回肥，1月25日发病，1月25日入安医一附院就诊，1月29日确诊。目前病情较轻。”众多网友对此提出疑问：“潜伏期拉长了吗？““是不是笔误？有记者向合肥市卫健委求证时了解到，卫健委正在根据流行病学调查最新结果进行修订。在随后发布的更正信息中，已将病例中原先的1月2日，更改为1月20日。O女子从武汉回家23天后发病？ 原来是合肥卫健...                                            ",103,,1752,http://wx2.sinaimg.cn/mw690/9be419dbly1gbegur6ky1j20u011eaim.jpg,,卷卷毛球呀,您这少个0全国人民吓一跳啊,2020-1-30 12:19,569,冰灵的冬天,"
                        冰灵的冬天：直接手机跌落地板好吗？，这种玩笑开不得好吗？心脏脆弱着这呢                    ",2020-1-30 14:51,
https://weibo.com/2615417307/IrRyrBhae,凤凰网, 2020-1-30 12:18,微博 weibo.com,"
                                                                                                                        【女子武汉回家23天后发病？ 原来是#合肥卫健委写错了#】1月30日，合肥市卫健委通告疫情信息，合肥市新增新型冠状病毒感染的肺炎确诊病例10例。其中一例病例引发关注：“李某，女，34岁，现居合肥市蜀山区。1月2日自武汉回肥，1月25日发病，1月25日入安医一附院就诊，1月29日确诊。目前病情较轻。”众多网友对此提出疑问：“潜伏期拉长了吗？““是不是笔误？有记者向合肥市卫健委求证时了解到，卫健委正在根据流行病学调查最新结果进行修订。在随后发布的更正信息中，已将病例中原先的1月2日，更改为1月20日。O女子从武汉回家23天后发病？ 原来是合肥卫健...                                            ",103,,1752,http://wx2.sinaimg.cn/mw690/9be419dbly1gbegur6ky1j20u011eaim.jpg,,卷卷毛球呀,您这少个0全国人民吓一跳啊,2020-1-30 12:19,569,萬嘉AP,"
                        萬嘉AP：回复@冰灵的冬天:有购买碎屏险吗？                    ",2020-1-30 15:38,
https://weibo.com/2615417307/IrRyrBhae,凤凰网, 2020-1-30 12:18,微博 weibo.com,"
                                                                                                                        【女子武汉回家23天后发病？ 原来是#合肥卫健委写错了#】1月30日，合肥市卫健委通告疫情信息，合肥市新增新型冠状病毒感染的肺炎确诊病例10例。其中一例病例引发关注：“李某，女，34岁，现居合肥市蜀山区。1月2日自武汉回肥，1月25日发病，1月25日入安医一附院就诊，1月29日确诊。目前病情较轻。”众多网友对此提出疑问：“潜伏期拉长了吗？““是不是笔误？有记者向合肥市卫健委求证时了解到，卫健委正在根据流行病学调查最新结果进行修订。在随后发布的更正信息中，已将病例中原先的1月2日，更改为1月20日。O女子从武汉回家23天后发病？ 原来是合肥卫健...                                            ",103,,1752,http://wx2.sinaimg.cn/mw690/9be419dbly1gbegur6ky1j20u011eaim.jpg,,不要再摸鱼辣,这算造谣吗,2020-1-30 12:19,279,為你執筆畫紅塵,"
                        為你執筆畫紅塵：不算，因为在我大天朝，造谣的概念就是：和官方口径不一致叫造谣。一切都是以官方的口径为准                    ",2020-1-30 13:22,69
https://weibo.com/2615417307/IrRyrBhae,凤凰网, 2020-1-30 12:18,微博 weibo.com,"
                                                                                                                        【女子武汉回家23天后发病？ 原来是#合肥卫健委写错了#】1月30日，合肥市卫健委通告疫情信息，合肥市新增新型冠状病毒感染的肺炎确诊病例10例。其中一例病例引发关注：“李某，女，34岁，现居合肥市蜀山区。1月2日自武汉回肥，1月25日发病，1月25日入安医一附院就诊，1月29日确诊。目前病情较轻。”众多网友对此提出疑问：“潜伏期拉长了吗？““是不是笔误？有记者向合肥市卫健委求证时了解到，卫健委正在根据流行病学调查最新结果进行修订。在随后发布的更正信息中，已将病例中原先的1月2日，更改为1月20日。O女子从武汉回家23天后发病？ 原来是合肥卫健...                                            ",103,,1752,http://wx2.sinaimg.cn/mw690/9be419dbly1gbegur6ky1j20u011eaim.jpg,,不要再摸鱼辣,这算造谣吗,2020-1-30 12:19,279,有点理想的人2019,"
                        有点理想的人2019：号不要了？                    ",2020-1-30 12:21,16
